,rating,date,review
4891,5,2019-12-07T01:25:15.000Z,great customer service
4892,5,2019-12-06T06:47:15.000Z,Very friendly and helpful service thanks
4893,5,2019-12-06T03:52:01.000Z,Excellent product
4894,5,2019-12-06T01:15:33.000Z,"Excellent!
Excellent! Quick and nice"
4895,5,2019-12-05T04:00:56.000Z,"Speedy service and delivery- very happy…
Speedy service and delivery- very happy 😃"
4896,5,2019-12-05T02:54:28.000Z,"Easy to deal with responsive
Easy to deal with responsive. Even changed up my order to make the process move quicker. Very happy."
4897,5,2019-12-05T02:15:56.000Z,"Delivered promptly
Delivered promptly. Product as promised."
4898,5,2019-12-05T01:12:27.000Z,"Excellent customer service and…
Excellent customer service and delivery. Would highly recommend these guys"
4899,5,2019-12-04T08:03:19.000Z,"Thank you so much!!!
Thank you so much!!!
Your service was fantastic!, the free shipping was really quick! your communication was great! the product was well priced and I couldn't be happier! and will definitely purchase thru you guys again.

Kind regards
Cam"
4900,5,2019-12-04T03:33:02.000Z,"Better price, better service, fast delivery
Better price, fast delivery, authentic products ... happy customer here. I live in regional area and hence its difficult to visit stores for me. The video demo of better music is super helpful. Thanks."
4901,5,2019-12-04T03:28:22.000Z,All good and thanks
4902,5,2019-12-04T02:50:06.000Z,"Excellent website good price and fast…
Excellent website good price and fast delivery. If Studio one would let me download the tutorial it would be a perfect purchase

Thank you

Roy Shepherd"
4903,5,2019-12-04T02:40:41.000Z,The process worked very well
4904,5,2019-12-04T01:46:35.000Z,"Fantastic deal super fast delivery very…
Fantastic deal super fast delivery very happy with the Guitar great communication they where very helpful I would highly recomend Better Music for all your musical needs."
4905,5,2019-12-04T01:19:55.000Z,"Very Happy
Smooth transaction, great communication and swift delivery. Very happy !!"
4906,5,2019-12-04T01:04:54.000Z,prompt service and personalised touch
4907,5,2019-12-03T10:29:42.000Z,"Arrived safe and sound
Arrived safely and instrument produces a good tone."
4908,5,2019-12-03T05:33:30.000Z,"Piano was delivered earlier than…
Piano was delivered earlier than expected and at a great price. Very happy with the product and service."
4909,5,2019-12-03T04:31:06.000Z,Good pricing and timely delivery.
4910,5,2019-12-03T03:53:55.000Z,"My Vox amp should arrive Tomorrow
My Vox amp should arrive Tomorrow. I would like to thank the staff at Better Music for their help in the purchase of my amp.
Kind Regards Specu"
4911,5,2019-12-03T01:58:56.000Z,"Always very good.
Always very good.
I received this big buying in good timming and perfect conditions.
Thank you!"
4912,5,2019-12-03T01:09:12.000Z,Quick and free delivery
4913,5,2019-12-02T09:42:38.000Z,"Easy all the way from ordering to…
Easy all the way from ordering to arrival at my door. Well done guys."
4914,5,2019-12-02T09:18:09.000Z,"good communication for a product they…
good communication for a product they had to order in. Arrived pretty much when they said it would. Thanks!"
4915,5,2019-12-02T09:16:57.000Z,Fast and good quality.
4916,5,2019-12-02T08:23:29.000Z,"Thanks for your prompt and friendly…
Thanks Better Music for your prompt and friendly service. Look forward to the next time. Cheers."
4917,5,2019-12-02T07:15:11.000Z,"Superb service
Easy, fuss-free ordering and the fastest delivery times I’ve experienced from any music store. This is my second order from Better Music and they are faultless."
4918,4,2019-12-02T05:00:09.000Z,"Item came defective from the Seymour…
Item came defective from the Seymour Duncan factory, its not the fault of Better Music. BM Customer service is great in replacing the pickup"
4919,5,2019-12-02T02:14:28.000Z,"Good and helpful
Good variety of products and prices. Friendly and helpful staff. Fast and efficient."
4920,5,2019-12-02T01:44:38.000Z,"Great company
Great company - great price and products - great service!"
4921,5,2019-12-02T01:25:59.000Z,"Bass is slappin
Bass is slappin! Thanks Guys.
Nice fast shipping to Brisbane."
4922,5,2019-12-02T01:08:57.000Z,"Very efficient and easy to purchase…
Very efficient and easy to purchase online!"
4923,5,2019-12-02T01:01:13.000Z,Greart products and service
4924,4,2019-12-01T01:10:42.000Z,"Great customer service
Great prices, great customer service."
4925,5,2019-11-30T09:58:18.000Z,"Easy to order online
Easy to order online. Quick and smooth delivery."
4926,3,2019-11-30T04:53:34.000Z,"Good product
Didn't have product i was after. Alternates offered were all $150+ above price I wanted to pay. Ended up finding one in my price range. Product is fine for what I want."
4927,5,2019-11-29T22:26:15.000Z,"Would Recommenced.
Item came within 48 hours of the order being placed. Exactly as photographed. Would shop here again and recommend to others."
4928,5,2019-11-29T10:42:38.000Z,"Reliable and quick
Reliable and quick. No complaints"
4929,5,2019-11-29T05:55:06.000Z,"Roland TM-1
Always a pleasure and fast postage. What a fantastic product the Roland TM-1 is. It’s like it’s made specifically for my needs. I’m an acoustic soloist and I use foot pedals to trigger kick drum and tambourine sounds. This new model with foot switches allows me to change drum sounds while I’m playing guitar. It’s ideal!!!

Thank you 👍🏼"
4930,5,2019-11-29T05:39:38.000Z,"Fantastic customer service
Could not fault my transaction in any way. Best price with fantastic customer service and great communication. Extremely happy and will definitely be doing business again soon."
4931,5,2019-11-28T03:26:15.000Z,"wonderful service
We were not sure how it would all go........but the whole exercise was wonderful!!!.Our purchase was delivered within 2 weeks, we have no complaints at all. THANK YOU"
4932,5,2019-11-28T02:50:09.000Z,"Easy to order, quick delivery
I easily found what I needed on the website, ordering was simple and delivery was fast"
4933,5,2019-11-28T01:51:59.000Z,"Very quick service
Very quick service. Only negative is large packaging for very small product. Perhaps BM was out of smaller boxes at the time so minor feedback."
4934,5,2019-11-28T01:26:03.000Z,"Recently bought both an Ibanez Talman…
Recently bought both an Ibanez Talman bass guitar and a Yamaha CSF3M acoustic guitar. Unbeatable prices and great service on both items. I recommend this retailer highly."
4935,5,2019-11-28T01:08:44.000Z,Speedy delivery
4936,5,2019-11-28T01:06:42.000Z,"Great service
Awesome, fast service and great products."
4937,5,2019-11-27T22:00:09.000Z,"Very helpful
Went into store and was shown great customer service, didn’t have what I wanted in store but ordered online and item was delivered to my door. Found the whole experience easy and stress free."
4938,4,2019-11-27T21:26:46.000Z,"Great online shopping and very fast…
Great online shopping and very fast delivery !!!"
4939,5,2019-11-27T19:07:37.000Z,"Excellent product
Excellent product, prompt delivery - very happy"
4940,5,2019-11-27T12:11:04.000Z,"Outstanding product. Outstanding people.
Outstanding product from outstanding people. I’ll definitely be returning for more stuff."
4941,5,2019-11-27T07:41:40.000Z,"Always great dealing with you..
Always great dealing with you... Thank you for an excellent experience. It just works :-)"
4942,5,2019-11-27T04:03:42.000Z,"Super quick and easy
Super quick and easy! Thank you guys!"
4943,5,2019-11-27T02:39:31.000Z,"Melbourne customer
Our recent experience as a Melbourne customer of Canberra based Better Music left us feeling that we would choose to deal with Better Music again. Our only problem was that no-one was here to receive the parcel from Startrack and we had to arrange for it to be redelivered the next day. The product was excellent and so was the packaging. The price of this product was better than competitors."
4944,5,2019-11-27T02:27:33.000Z,Prompt and timely delivery.
4945,5,2019-11-27T02:10:47.000Z,Good job fellas.
4946,3,2019-11-27T01:28:09.000Z,"Disappointed at late notification
Products great, and service usually wonderful. The delayed postage time and notification about it (over a week), a little disappointing..."
4947,5,2019-11-27T01:13:07.000Z,"Replied straight away to any questions…
Replied straight away to any questions I had, and had awesome service that is 100 times better than anywhere else. Would recomend to anyone"
4948,5,2019-11-27T01:04:51.000Z,"Great service knowledgeable staff noof…
Great service knowledgeable staff noof is a top bloke cheers better music👍"
4949,5,2019-11-26T08:40:10.000Z,"Thanks Better Music
Thanks Better Music. The item I ordered arrived well before the estimated delivery time. You were really competitively priced too."
4950,5,2019-11-26T05:15:41.000Z,5 stars is enough!!
4951,5,2019-11-26T03:32:28.000Z,"Exactly what I ordered in a timely…
Exactly what I ordered in a timely fashion."
4952,5,2019-11-26T01:58:22.000Z,"I ordered a guitar and it arrived in 2…
I ordered a guitar and it arrived in 2 days , great price and service."
4953,5,2019-11-26T01:57:18.000Z,"Highly recommend
Items came quickly and in perfect condition - highly recommend"
4954,5,2019-11-26T01:33:56.000Z,Competitive prices with fast delivery
4955,5,2019-11-26T01:28:16.000Z,"Online Puchase - Fender Starter Pack
Easy to use website. Fast and efficient processing and free postage. Yet again, a great product at an awesome price. Better Music... You've done it again. 5 stars and 15 thumbs up 😁👍🤘"
4956,5,2019-11-26T01:10:03.000Z,Fast delivery
4957,5,2019-11-26T01:08:19.000Z,"Very happy with the online experience, thank you!
The online ordering experience was simple and straightforward, I received confirmation of my order straight away and the order arrived within a few days from placing the order. Very happy with the online experience, thank you."
4958,5,2019-11-26T01:08:11.000Z,"Excellent service and quick delivery
Callum was very helpful and replied promptly when new drumsticks had to be ordered in for shipment. Thank you for the quick service and delivery. My friend’s son, who is a big Green Day fan, will be thrilled with his Christmas present."
4959,5,2019-11-26T01:02:45.000Z,"great online shop
Easy, competitive price, great quality and very fast delivery! Will order again!"
4960,5,2019-11-26T00:19:22.000Z,"I will continue to shop with Better…
I will continue to shop with Better music as they are reliable and less expensive on same items."
4961,5,2019-11-25T23:36:30.000Z,"PA speaker
Good prices, good service. Will be using again."
4962,5,2019-11-25T11:28:27.000Z,"Very fast shipping and great customer…
Very fast shipping and great customer service. Product came as expected with no hassles. Will be back!"
4963,5,2019-11-25T04:23:02.000Z,"Quick and easy transaction
Quick and easy transaction. Superfast delivery, Thank you"
4964,5,2019-11-25T02:30:30.000Z,"Great shopping experience
Easy shopping experience, great choice of pianos, super quick delivery! 5 stars for that!"
4965,5,2019-11-25T02:19:20.000Z,"What a pleasure to deal with.
Great communication and superior service."
4966,5,2019-11-25T02:04:36.000Z,"Excellent customer service
I recently ordered something from Better Music during a sale period. The next day I received an email that the item I had ordered was out of stock and was asked if I would like to wait for them to receive it from their supplier or to substitute it for something similar. I decided to wait and I received frequent communication from Better Music about the status of my purchase and when I could expect to receive it. It really was above and beyond. It was really wonderful and I was very happy with my purchase once it arrived."
4967,5,2019-11-25T01:18:31.000Z,Great price and 22 hours door to door!
4968,5,2019-11-25T01:02:12.000Z,"So easy to deal with
So easy to deal with.
Thank you"
4969,5,2019-11-24T21:31:12.000Z,"As always
As always, the people at Better Music took marvellous care of me. The website works great, I got a call when my order was ready and picking it up was zero hassle."
4970,5,2019-11-24T03:03:24.000Z,"Acus amp purchase
I called with an enquiry about an amp and was treated exceptionally well by Hamish. I purchased because of his advice and received my amp very quickly! The amp itself is gorgeous!"
4971,5,2019-11-24T01:33:21.000Z,Prompt the thorough
4972,5,2019-11-24T01:06:50.000Z,"My purchase was many dollars cheaper…
My purchase was many dollars cheaper than same product from either US or Japan. I ordered late on Sunday and received it early on Tuesday. This was compared to 2-3 weeks delivery from overseas. Also, delivery was free! Can't ask for much better than that."
4973,5,2019-11-23T03:46:35.000Z,"A Painless Transaction.
The product was in stock. Online ordering was easy. Dispatch was timely. Product is exactly as advertised, and in brand new condition."
4974,5,2019-11-23T02:54:41.000Z,"Great transaction
Item was exactly as described. Arrived quickly and well packed. Would buy from Better Music again."
4975,5,2019-11-23T01:19:23.000Z,"Great communication
Great communication. Fantastic price. Quick delivery. Awesome service."
4976,5,2019-11-22T11:04:42.000Z,"i purchased 2 items seperately this…
i purchased 2 items seperately this month. I am in Brisbane and the first item arrived in 9 days, the carton was intact and the item was in perfect condition.The second item was a guitar. It might be a bit risky buying a guitar without trying it but the price in the southern states was a lot better than in Qld. This carton was also intact and the item was in perfect condition and the set up of the instrument seems to be pretty good. So I am quite a satisfied customer, thanks."
4977,5,2019-11-22T04:02:43.000Z,"My order arrived quickly and in good…
My order arrived quickly and in good condition. There was good communication to keep me updated on shipping and delivery information.

I'm very happy with the service and quality of my order."
4978,5,2019-11-21T12:57:22.000Z,"Exceeded the usual expectation
The different payment options were great. The goods I purchased were well wrapped and arrived in one piece. Even better a handwritten card and a few bonuses. I will definitely be back to purchase again in the future and will be recommending too.
Thanks heaps guys!!"
4979,5,2019-11-21T11:13:12.000Z,"Fast shipping as always
Fast shipping as always
Great store"
4980,5,2019-11-21T10:36:48.000Z,"great delivery, awesome product
Product came in perfect condition, arrived before the expected date, even though I’m out of town. Great stuff 👍👍"
4981,5,2019-11-21T06:54:32.000Z,"Better Than Most
Trusted team willing to help with great after sales support. No pressure selling with good advice.

Value for money and my 200W Roland Drum Speaker and Iron Cobra Hi-Hat were packed for safety and delivery interstate was fast."
4982,5,2019-11-21T06:49:18.000Z,"great service
great service, quick delivery, quality product will last for years...what more can you ask for? Well...if only the men in my life were like that too, i would be a very happy gal. thanks for all the music!
cheers
Simskys"
4983,5,2019-11-21T02:59:04.000Z,"Prompt efficient service.
Prompt efficient service.

I was slightly concerned with what I originally thought was an excessively large package. But given that it was a small item (a guitar pickup), this was most likely a security measure to ensure that it didn't get lost or buried somewhere en route."
4984,4,2019-11-21T02:10:23.000Z,"All good
All good. Packaging a bit large. Difficult to dispose."
4985,5,2019-11-21T01:25:59.000Z,"Awesome deal
Best price I could find, good communications and a very quick and free delivery.. what else could you ask?"
4986,4,2019-11-21T01:20:56.000Z,"Great customer service and humility
I had an unexpected long wait for my delivery, which came off the back of a major sale. When I emailed the sales team asking about it, they were very friendly and apologetic about running out of stock, and they organised Express delivery for free. Once they had my order, I recieved it the next day and I'm very thankful. Would definitely recommend and shop again!"
4987,5,2019-11-21T01:10:57.000Z,Effience Service
4988,5,2019-11-21T01:01:51.000Z,"Great communication and quick delivery
Great communication and quick delivery. Very happy 🙂"
4989,5,2019-11-21T01:01:05.000Z,"Super fast delivery
Super fast delivery, good prices 😁"
4990,5,2019-11-20T23:56:01.000Z,Easy ordering and fast delivery.
4991,4,2019-11-20T21:45:08.000Z,"I recently purchased an American Ultra…
I recently purchased an American Ultra Stratocaster from Bettermusic.
The guitar arrived later than expected due to events out of their control.
The instrument was presented as expected and is an amazing guitar.
Earlier communication about delayed delivery and the reason why would have been helpfull, otherwise a smooth transaction."
4992,5,2019-11-20T11:50:38.000Z,"highly recommended ,great…
highly recommended ,great prices,beautiful guitar,arrived quickly ,really happy"
4993,5,2019-11-20T11:05:15.000Z,"Thanks for the great pedal and service
Thanks for the great pedal
. It’s truly amazing"
4994,5,2019-11-20T07:25:20.000Z,"Speedy delivery
Speedy delivery , good prices"
4995,5,2019-11-20T05:52:39.000Z,"Excellent service with prompt delivery
Excellent service with prompt delivery. Thank you."
4996,5,2019-11-20T03:47:02.000Z,"Great price.Speedy delivery
Great price.Speedy delivery. Couldn't ask for more."
4997,5,2019-11-20T01:02:01.000Z,Ordered and delivered quickly.
4998,5,2019-11-19T12:33:25.000Z,"Great product
Great product, fair price, fast delivery - thank you!"
4999,4,2019-11-25T11:14:02.000Z,"There were items missing from the box…but they were sent later
There were items missing from the box (cable etc) I emailed Better Music, no reply! Pretty disappointing

Update: A guy called me after my review and said he somehow missed my email & they don't open the boxes from Fender before sending so Fender had not put the cable in the box. A replacement cable (not Fender, but seems good quality) was sent out quickly and I received it 2 days later. All in all OK in the end."
5000,5,2019-11-19T07:40:39.000Z,"Fast delivery
Fast delivery. Have yet to use product but is as expected."
5001,5,2019-11-19T06:22:26.000Z,"Thank you
I wanna thank you to the team for fast shipping. Great product but the guitar case’s got two area where it’s damage but not big enough to make exchange, other than that everything else is great!"
5002,4,2019-11-19T06:09:25.000Z,"Great site and range
Great site and range. Delivery took longer than anticipated because not everything is in stock (makes sense now I consider it). Well protected for delivery
Happy custoper"
5003,5,2019-11-19T05:50:57.000Z,"Excellent service
Excellent service, knowledgeable staff, flexible payment options and great prices!"
5004,5,2019-11-19T01:41:01.000Z,"Great prices.Guitar arrived on time…
Great prices.Guitar arrived on time without any issues"
5005,5,2019-11-19T01:03:48.000Z,"Thanks for the very fast service
Thanks for the very fast service! Trumpet arranged safe and sound and quicker than I expected. My daughter loves it ... thank you!!!"
5006,5,2019-11-19T01:02:27.000Z,"Awesome service
Awesome service, and fast delivery."
5007,5,2019-11-18T23:31:05.000Z,"Good product and price
Good product and price. Excellent service and communication"
5008,5,2019-11-18T13:13:09.000Z,"Excellent all around
Excellent all around, my item was posted immediately, tracking provided and arrived interstate in three days.
Cheapest price I could find online and use zippay as well.
This is my go to pro music store now."
5009,5,2019-11-18T09:10:17.000Z,"brilliant product
was amazing, arrived after just 2 business day and my girlfriend absolutely loved her gift. would 100% order from here again"
5010,4,2019-11-26T06:09:02.000Z,"Better Music
Good service, a small problem rectified promptly after initial misunderstanding."
5011,5,2019-11-18T06:44:13.000Z,"Recent purchase
Delivered the product earlier than expected."
5012,3,2019-11-18T05:24:07.000Z,"Friendly and attentive staff -with a catch
Friendly and attentive staff. A bit slack on communication, though. Got some cables a month late on what looks like a poor understanding on what they themselves had told me, and only after getting fed up and chasing it down did I get all I had ordered . Again, staff were friendly. Overall experience could have been better."
5013,5,2019-11-18T05:13:36.000Z,"Fantastic service
Fantastic service, brilliant product (I’m so in love with my new digital piano), great customer service and quick delivery."
5014,5,2019-11-18T04:16:03.000Z,"Great!
Great product, great service and really fast shipping (arrived in two days with standard shipping)!"
5015,5,2019-11-18T01:54:44.000Z,"Excellent service
Excellent service, they promptly sent through photos of guitars when asked and was delivered quickly."
5016,5,2019-11-18T01:06:01.000Z,"Very quick delivery
Very quick delivery, the product was in perfect condition, and exactly as described. I will definitely be using Better Music in the future."
5017,5,2019-11-17T10:06:56.000Z,"Purchased a new Epiphone!!!
Purchased a new Epiphone through Better Musics website on a Friday, packaged was sent from nsw down to vic super fast! It arrived on the tuesday so only 2 business days! Box was in excellent condition, the guitar is in lerfect condition. Cabt wait to make.mlre purchases! Highly recommended!"
5018,5,2019-11-17T03:08:51.000Z,"Very good.
It was very good. Thank you."
5019,5,2019-11-17T02:45:47.000Z,"Excellent service with prompt delivery…
Excellent service with prompt delivery after purchase. Thank you."
5020,4,2019-11-17T01:37:32.000Z,"Package arrived in a timely fashion
Package arrived in a timely fashion, I would have preferred a little more protection in the packaging as one of the 3 drum skins ordered got a little bit battered around the rim."
5021,5,2019-11-17T01:37:20.000Z,"I ordered my item
I ordered my item, it arrived promptly and was easy to track."
5022,5,2019-11-17T01:34:13.000Z,"Great experience
I ordered an Amplifier on line after making a phone call and having my questions answered. The staff were very friendly and informative. It turned up at my home promptly and the delivery guy followed my instructions to a T regarding where to leave it. (I had left a note for him on my front door). Overall a great experience and the Amp was a much better price than anywhere else I’d looked. Thank you."
5023,3,2019-11-17T01:21:54.000Z,"Delivery problem
My paid order was not sent, but after I telephoned all efforts were made to have the order received on time."
5024,5,2019-11-17T01:14:32.000Z,"Great service
Great service! Better Music kept me informed at all times"
5025,4,2019-11-16T12:47:07.000Z,"Shot happens
There was a supply problem with part of my order, which was probably out of the control of Better Music & may have frustrated them as much as me . All in all , no big drama. Eventually I got what I ordered & it s great."
5026,5,2019-11-16T06:41:57.000Z,"Excellent service
Excellent service, friendly staff"
5027,5,2019-11-16T02:28:06.000Z,"fantastic online music shop
I loved the short videos on the products and which was the best for what I needed. Quick delivery!"
5028,5,2019-11-16T01:28:15.000Z,"Recommended
Very happy with the product and fast delivery"
5029,5,2019-11-16T01:07:16.000Z,Awesome as usual
5030,5,2019-11-16T01:07:06.000Z,Great service and great products!
5031,5,2019-11-15T09:57:00.000Z,"Excellent customer service
Excellent customer service. Robin went to the bother of ordering me a brand new bass from their supplier as the display model in their store had acquired some scratches."
5032,5,2019-11-15T01:27:59.000Z,"Worth it!
Great selection, great service. Hard to leave the shop!"
5033,5,2019-11-14T09:38:15.000Z,Allways great to deal with AAA
5034,5,2019-11-14T05:19:28.000Z,"The staff were exceedingly helpful and…
The staff were exceedingly helpful and the whole process was very easy."
5035,5,2019-11-14T02:49:55.000Z,"Awesomeness
Great product excellent delivery service and unbeatable price I strongly recommend to purchase from Better Music for peace of mind"
5036,3,2019-11-14T01:10:04.000Z,"Only order if item is listed as in store...
Website is well designed and clear and easy to use. However there isn't a relationship between their stock levels and what is referred to as ""on-line stock"". We ordered something that was ""in stock"" but then received an email that the item needed to be ordered in from the supplier and would take a month to arrive (knowing Ibanez, this probably would have been even more!). Fortunately it turned out they actually did have stock, but in the physical store and the two systems didn't talk to one another. So yes, received the guitar on-time but only because I had to intervene.

The guitar was supposedly checked before shipping out, however one of the volume pots was completely loose, as was the input jack. I had to fix these myself. Not a big job, but also not something you expect to have to do on a brand new item."
5037,5,2019-11-14T01:05:45.000Z,"excellent website super fast delivery
excellent website super fast delivery. Very happy customer!"
5038,5,2019-11-14T00:33:11.000Z,"Quick delivery
Quick delivery, great customer service. Highly recommend."
5039,5,2019-11-13T21:14:46.000Z,"Fast and easy
Piano delivered in 3 days, value deal on the stand"
5040,5,2019-11-13T03:12:59.000Z,"Best prices online
Best prices online, they also have the biggest range."
5041,5,2019-11-13T02:16:38.000Z,Easy to deal with and quick delivery
5042,5,2019-11-13T00:45:45.000Z,"Fantastic to deal with
Fantastic to deal with, hassle free and great communication. They made the whole process of purchasing an instrument so easy. Absolutely delighted with my new piano."
5043,5,2019-11-12T23:44:24.000Z,"Order arrived quickly and in great…
Order arrived quickly and in great condition."
5044,5,2019-11-12T22:29:26.000Z,"Good prices and service
Free and prompt delivery. The item was delivered in good condition. Best prices around. Would definitely buy from them again."
5045,5,2019-11-12T22:18:48.000Z,"Nice item
Nice item, delivered on time with plenty of communication along the way about delivery status"
5046,5,2019-11-12T09:04:24.000Z,Good price and quick delivery
5047,5,2019-11-12T08:30:30.000Z,"Very Happy
Excellent advice, swift delivery. Very happy :)"
5048,5,2019-11-12T05:58:19.000Z,"They are so helpful and very quick…
They are so helpful and very quick response."
5049,5,2019-11-12T04:27:24.000Z,"Best Ever experience
One of the most easy and friendly experiences I have ever had. Nathan and Anthony are 2 legends. Thank you boys.

I got everything I wanted, super quick and best customer experience and more.

Will be talking about Better Music to all my muso friends.

Thank you Guys..

Have an awesome Christmas and rocking NYE 2020

Tom D"
5050,5,2019-11-12T03:51:18.000Z,"Great experience
Great experience, and great prices!

Placed two orders, one online and one over the phone.
Both delivered promptly and great customer support and delivery updates throughout the process.

Will definitely shop here again"
5051,4,2019-11-12T03:33:24.000Z,"I rang the store to get the proper…
I rang the store to get the proper parts I needed and they gave me all the codes I needed to order the correct items. The order turned up quickly and really happy with my purchase. One item was on back order and they sent an email offering another product of the same I emailed back to say send it, but I didnt hear so I rang and they put it through straight away and sent it, but would have been sent a day earlier if they checked the email."
5052,5,2019-11-12T01:04:49.000Z,Easy and quick.
5053,5,2019-11-11T03:06:45.000Z,"Great price
Great price. Very fast delivery."
5054,3,2019-11-11T01:06:15.000Z,"Paid extra for Express Shipping
Paid extra for Express Shipping, been a week and still haven't received my order."
5055,5,2019-11-11T01:04:28.000Z,"Polite, Friendly, Fair and Prompt!
Excellent knowledge. Polite, friendly, fair and prompt!

What an excellent experience it has been to deal with Better Music. Will not hesitate to use them again."
5056,5,2019-11-11T01:03:39.000Z,"Fantastic Customer Service
Really smooth transaction, great customer service!"
5057,5,2019-11-10T17:31:09.000Z,"Paecel delivery.
Parcel delivery information exellent from start to finish by better music aswell australia post well done"
5058,5,2019-11-10T09:54:53.000Z,"Impeciable service and products
First time buyer just brought my new Audio-technica turntable, simply amazed at the price and ultra fast delivery, only took 4 days to get to far Nth Qld, very happy with everything including the happy sales team with their great advice, 10+ from me Frank"
5059,5,2019-11-10T04:30:37.000Z,"Great service
Great, friendly communication and delivery well within estimated time frame."
5060,5,2019-11-10T02:31:30.000Z,"Great I love my new Chapman 7 string I…
Great I love my new Chapman 7 string I got it delivered in just 3 days so good services thank you very much hope to do more business with you in the future 🤘"
5061,5,2019-11-10T01:41:47.000Z,"Rarely do I leave a review....
Rarely do I leave a review, however I am so impressed with the service, the communication and the prompt delivery that I felt compelled to do so. Better Music have excelled in all areas and I thoroughly recommend them and will definitely have no hesitation in dealing with them again."
5062,5,2019-11-10T01:18:43.000Z,"uke beaut
Clear communication on the delivery of my pretty little Cort ukulele. Lovely instrument."
5063,4,2019-11-09T20:50:47.000Z,"Excellent customer service
Excellent customer service. Not 5 stars because the website indicated item was available, but it had to be ordered in. There was a delay but staff were excellent in communicating the issue."
5064,4,2019-11-09T04:20:40.000Z,"Happy customer
I purchased a guitar from Better Music, got a good deal. There seemed to be a delay in shipping so I emailed them enquiring about this. Better Music promptly replied and the guitar shipped the following day. There was a bit of confusion with the delivery but this was the fault of the courier. Overall my dealings with Better Music were great and would deal with them again."
5065,5,2019-11-08T01:58:08.000Z,"Student Violin at reasonable price
Bought a violin. Good price. Was delivered quickly. Packaged in a guitar box for protection which gave me a scare that it was the wrong product but violin was inside. All good."
5066,5,2019-11-08T01:47:15.000Z,"Excellent customer service every time
Excellent customer service every time I call these guys! Thanks Nathan for all your expert advice on acoustic guitars!"
5067,5,2019-11-08T01:10:38.000Z,"Having sort what I wanted well in…
Having sort what I wanted well in advance, I was pleased to see that the item I wanted was considerably more affordable at Better Music.
I ordered it for delivery and was surprised delivery was free as the item was over $100
I was informed that the item would arrive in around 10-15 business days. Pretty standard.
However the next day an email said the item had shipped it would arrive in a matter of a few days. Amazing!"
5068,5,2019-11-08T01:06:31.000Z,"Very good service
Very good service. Arrived promptly and in perfect condition. Always a professional service when I have used them before. Would highly recommend."
5069,5,2019-11-08T00:00:45.000Z,"Best music
So helpful
Very very quick delivery of our banjo
Beyter music is best music"
5070,5,2019-11-07T23:01:46.000Z,"Very easy process to order and my stuff…
Very easy process to order and my stuff was delivered within a week. Great service!"
5071,5,2019-11-07T06:32:36.000Z,Was hopefully happy
5072,5,2019-11-07T06:22:28.000Z,"Correct items delivered in a timely…
Correct items delivered in a timely fashion. Was able to recycle most of the packaging.
Only minor complaint is that you should give the customer the option to have the parcel left on customer premises if they're not going to be home, rather than have to go to post office.... Minor irritation only.... :)"
5073,5,2019-11-07T06:12:52.000Z,"Always first class service!
Always first class service and they go above and beyond with delivery times if they can get what you ordere to you quicker than quoted (and this has been my experience) they will."
5074,5,2019-11-07T05:25:29.000Z,"Great service
Great service, thanks!"
5075,5,2019-11-07T05:22:52.000Z,"Fast delivery
Fast delivery. Better Music is easy to deal with & very helpful when I called for information"
5076,5,2019-11-06T10:06:22.000Z,"Absolutely thrilled with the purchase…
Absolutely thrilled with the purchase and the quick delivery. Also for answering online question regarding a suitable guitar case. Thank you. My daughter loves her new Guitar!"
5077,5,2019-11-06T07:14:11.000Z,"Best store best price
Best store best price wrong state/territory lol. Would love a store in Vic."
5078,5,2019-11-06T03:45:18.000Z,"Great service super impressed !!
Great service, two call backs to let me know when my item was coming and to assure me I was getting it soon !! This is not common in this industry. Very happy and recommend very highly for both trust and pricing too.

Best
Choi Records"
5079,5,2019-11-06T02:19:36.000Z,"Fantastic service
Fantastic service, got my PRS shipped quickly and in perfect condition. Will gladly use again."
5080,2,2019-11-06T01:50:15.000Z,"Delivery was 4 days later than expected…
Delivery was 4 days later than expected arrival so glad I wasted the money on express postage. Reeds arrived and the box was squashed and 2 of 5 reeds were warped and broken on the tip straight out of the box. Needless to say I’ll be ordering from somewhere else next time."
5081,5,2019-11-06T01:47:50.000Z,"Love this place!
Friendly staff and great prices"
5082,5,2019-11-06T01:39:35.000Z,Excellent as always!
5083,5,2019-11-06T01:38:20.000Z,"Efficient reasonable pricing and large…
Efficient reasonable pricing and large variety."
5084,5,2019-11-06T01:12:22.000Z,"Really happy with the piano and the…
Really happy with the piano and the service, thank you 😊"
5085,5,2019-11-06T01:08:15.000Z,"Awesome
Awesome, struggled to find what's best for my gym, spoke to someone and got so much info of what type, where I should place the speakers in the gym, and what I shouldn't look at.
Definitely shop again."
5086,5,2019-11-05T22:09:04.000Z,"Very helpful
Very helpful, wide range, good delivery!"
5087,4,2019-11-05T22:08:16.000Z,"Good product
Good product. Very helpful staff."
5088,5,2019-11-05T18:41:30.000Z,"Informative product video . Decent pricing.
Informative product video, good pricing and fast dispatch."
5089,5,2019-11-05T07:01:32.000Z,"Great experience
Great experience. This is the second time we have purchased an instrument through Better Music and both times it was quick, easy and the best quality and price."
